player_name,season,off_score_1,off_score_2,off_score_3,def_score,reb_score
Goncalo Delgado,2022-2023,90.31887388681412,8.93421430623384,7.411663315139327,61.18931341568514,61.18931341568514
Juan Rubio,2022-2023,12.12295317437518,33.15139327779374,60.64349324906636,4.682562482045389,4.682562482045389
Adria Domenech,2022-2023,75.63918414248779,15.77133007756392,21.315713875323183,81.81557023843723,81.81557023843723
Victor Ruiz,2022-2023,45.73398448721632,21.028440103418557,71.53116920425165,24.73427176098822,24.73427176098822
Marc Penarroya,2022-2023,21.28698649813272,64.1482332663028,85.37776501005459,14.507325481183567,14.507325481183567
Christopher Czerapowicz,2022-2023,57.48348175811549,51.7954610744039,40.96523987359954,45.18816432059753,45.18816432059753
Marvin Ogunsipe,2022-2023,85.32031025567366,22.09135305946567,24.64808962941683,84.88939959781672,84.88939959781672
Nigel Pruitt,2022-2023,11.89313415685148,60.15512783682849,29.790290146509623,9.50876185004309,9.50876185004309
Jalen Nesbitt,2022-2023,66.81987934501579,58.7762137316863,76.90318873886814,74.57627118644068,74.57627118644068
Oliver Arteaga,2022-2023,90.03160011490951,12.553863832232118,17.86842861246768,91.7265153691468,91.7265153691468
Romeo Crouch,2022-2023,52.39873599540362,90.69232979029016,88.1930479747199,46.13616776788279,46.13616776788279
Sergi Huguet Carrasco,2022-2023,12.898592358517668,82.70611893134156,34.501580005745474,2.3843723068083884,2.3843723068083884
Fahrudin Manjgafic,2022-2023,92.6457914392416,64.57914392415972,44.95834530307383,82.53375466819878,82.53375466819878
Rafa Freire Luz,2022-2023,30.4222924446998,42.401608733122664,72.07698937087044,48.77908646940534,48.77908646940534
Toledo Zamora Carlos,2022-2023,44.125251364550415,15.91496696351623,42.08560758402758,10.341855788566503,10.341855788566503
Thorir Thorbjarnarson,2022-2023,39.35650675093364,65.06750933639759,92.58833668486068,49.20999712726228,49.20999712726228
Dagoberto Pena,2022-2023,29.07210571674806,87.30249928181557,77.30537201953462,35.44958345303073,35.44958345303073
Pablo Sanchez Sanchez Infantes,2022-2023,11.117494972708991,34.81758115484057,34.788853777650104,21.43062338408503,21.43062338408503
Josep Fermi Cera,2022-2023,7.612754955472566,52.22637173226085,75.38063774777363,53.03073829359379,53.03073829359379
Lonlonvi Ezekiel Soumbey Alley,2022-2023,9.39385234128124,92.3297902901465,89.8879632289572,2.355644929617926,2.355644929617926
Fabio Santana,2022-2023,9.997127262280951,43.23470267164608,59.75294455616202,12.58259120942258,12.582591209422581
Lysander Bracey,2022-2023,17.638609594943983,58.28784831944843,92.70324619362252,13.18586613042229,13.18586613042229
Jonathan Shilala Kasibabu,2022-2023,86.9003160011491,8.848032174662453,22.120080436656135,89.68687158862396,89.68687158862396
Javier Lopez Santana,2022-2023,32.059752944556166,85.75122091353059,44.09652398735995,36.13904050560184,36.13904050560184
Alejandro Marin Ortega,2022-2023,31.772479172651536,84.22866992243608,80.17810973858087,35.85176673369722,35.85176673369722
Hansel Giovanny Atencia Suarez,2022-2023,12.065498419994254,99.85636311404768,66.47515081873026,8.962941683424305,8.962941683424305
Demetrio,2022-2023,49.29617925883367,8.129847744900891,7.124389543234702,82.36139040505603,82.36139040505603
Hector Alderete Diaz,2022-2023,14.018960068945704,30.192473427176097,7.842573972996266,26.7451881643206,26.7451881643206
John Harrar,2022-2023,93.13415685147946,10.74403906923298,13.961505314564782,90.60614765871875,90.60614765871875
Chandler Jacobs,2022-2023,16.891697787991955,29.87647227808101,95.97816719333524,4.6538351048549265,4.6538351048549265
Lazar Mutic,2022-2023,59.293306521114616,67.9689744326343,65.52714737144498,16.432059752944557,16.432059752944557
Rafael Villar Cornago,2022-2023,15.656420568802067,25.36627405917839,32.921574260270035,88.82505027291009,88.82505027291009
Mikel Motos,2022-2023,17.20769893708704,47.1990807239299,78.10973858086757,23.958632576845737,23.958632576845734
Joel Sabate,2022-2023,3.476012640045964,26.687733409939675,42.97615627693192,13.84659580580293,13.84659580580293
Obi Enechionyia,2022-2023,56.219477161735135,40.85033036483769,20.654984199942543,68.39988509049124,68.39988509049124
Clevon Brown,2022-2023,82.07411663315139,24.24590634875036,31.513932777937377,90.63487503590922,90.63487503590922
Diego De Blas Morcillo,2022-2023,3.102556736569951,27.204826199368,18.78770468256248,16.14478598103993,16.14478598103993
Kevin Buckingham,2022-2023,65.46969261706406,56.90893421430624,33.32375754093651,35.33467394426889,35.33467394426889
Marc Marti,2022-2023,93.67997701809824,13.932777937374318,8.388394139615054,51.53691467968975,51.53691467968975
Jorge Mejias Sanchez,2022-2023,18.557885665038786,70.66934788853779,98.59235851766734,1.3789141051422005,1.3789141051422005
Robert Michael Harris II,2022-2023,26.027003734559035,81.03993105429474,82.82102844010342,17.17897155989658,17.17897155989658
Stojan Gjuroski,2022-2023,36.167767882792305,83.33812122953175,51.45073254811836,55.73111174949727,55.73111174949727
Edu Duran,2022-2023,22.86699224360816,52.599827635736865,63.65986785406492,4.969836253950014,4.969836253950014
Angel Comendador Femenias,2022-2023,14.823326630278654,4.740017236426315,21.660442401608737,37.37431772479173,37.37431772479173
Tobias Borg,2022-2023,32.46193622522264,51.738006320022976,51.85291582878483,15.627693191611606,15.627693191611606
Seydou Aboubacar Hima,2022-2023,89.60068945705257,1.5512783682849756,5.314564780235564,24.102269462798045,24.102269462798045
Herve Kabasele Kasonga,2022-2023,87.56104567652973,3.131284113760414,10.428037920137893,70.20970985349038,70.20970985349038
P. Rodrigo Fernandez De Heredia,2022-2023,22.63717322608446,97.67308244757254,95.46107440390692,6.549841999425452,6.549841999425452
